                                             OFFICIAL


Anglia Route Sectional Appendix Module AR2



                          LIST OF MODULE PAGES AND DATES

          Page        Date Last Changed                 Page   Date Last Changed
             1           04 June 2022                    50        03 June 2017
             2           04 June 2022                    51     04 September 2021
             3           04 June 2022                    52     04 September 2021
             4           04 June 2022                    53        04 June 2022
             5           05 June 2021                    54        04 June 2022
             6           05 June 2021                    55        02 June 2018
             7          05 August 2006                   56        02 June 2018
             8          05 August 2006                   57      29 February 2020
             9         02 February 2008                  58      29 February 2020
            10         02 February 2008                  59        05 June 2021
            11         02 February 2008                  60        05 June 2021
            12         02 February 2008                  61     02 September 2017
            13         02 February 2008                  62     02 September 2017
            14         02 February 2008                  63     04 September 2021
            15         02 February 2008                  64     04 September 2021
            16         02 February 2008                  65        05 June 2021
            17           04 June 2022                    66        05 June 2021
            18           04 June 2022                    67        04 June 2022
            19           05 June 2021                    68        04 June 2022
            20           05 June 2021                    69      27 February 2021
            21        05 September 2015                 69A      27 February 2021
            22        05 September 2015                 69B        03 June 2017
            23           04 June 2022                    70        03 June 2017
            24           04 June 2022                    71        03 June 2017
            25           04 June 2022                    72        03 June 2017
            26           04 June 2022                    73        05 June 2021
            27           04 June 2022                    74        05 June 2021
            28           04 June 2022                    75        05 June 2021
            29           05 June 2021                    76        05 June 2021
            30           05 June 2021                    77     04 September 2021
            31        04 September 2021                  78     04 September 2021
           31A        04 September 2021                  79        05 June 2021
           31B           05 June 2021                    80        05 June 2021
           31C           05 June 2021                    81     02 September 2017
           31D           05 June 2021                    82     02 September 2017
            32           05 June 2021                    83       05 March 2022
            33           01 June 2019                    84       05 March 2022
            34           01 June 2019                    85      27 February 2021
            35           01 June 2019                    86      27 February 2021
            36           01 June 2019                    87        05 June 2021
            37           01 June 2019                    88        05 June 2021
            38           01 June 2019                    89        03 June 2017
            39        02 September 2017                  90        03 June 2017
            40        02 September 2017                  91       29 August 2020
            41        01 September 2018                  92       29 August 2020
            42        01 September 2018                  93       31 August 2019
            43       03 September 2016                   94       31 August 2019
            44       03 September 2016                   95        03 June 2017
            45        05 September 2015                  96        03 June 2017
            46        05 September 2015                  97        03 June 2017
            47         27 February 2021                  98        03 June 2017
            48         27 February 2021                  99    03 December 2016
            49           03 June 2017                   100    03 December 2016




August 2006                                      1
